n,k,d
2.469,-0.0182666,0.0005
2.89129,-0.0706631,0.0005
2.12274,-0.0934429,0.0005
2.65671,-0.0793451,0.0005
2.40527,-0.0731637,0.0005
2.39114,-0.0390444,0.0005
2.34358,-0.0210754,0.0005
2.38504,-0.0215278,0.0005
2.91565,-0.0718497,0.0005
2.68533,-0.00323875,0.0005
2.35911,-0.0985645,0.0005
2.66858,-0.0179041,0.0005
2.73315,-0.00711294,0.0005
2.71988,-0.0603549,0.0005
2.59921,-0.0703262,0.0005
2.79331,-0.0427052,0.0005
2.42734,-0.0101115,0.0005
2.91696,-0.0401312,0.0005
2.99421,-0.0591396,0.0005
2.45834,-0.0651256,0.0005
2.47814,-0.038338,0.0005
2.58393,-0.0709971,0.0005
2.89399,-0.0485255,0.0005
2.7717,-0.0698627,0.0005
2.25022,-0.0935188,0.0005
2.22212,-0.0676823,0.0005
2.66376,-0.0509546,0.0005
2.56568,-0.0930072,0.0005
2.8393,-0.060913,0.0005
2.33345,-0.0327137,0.0005
2.87275,-0.00797757,0.0005
2.26373,-0.0264868,0.0005
2.7678,-0.00973553,0.0005
2.65351,-0.00412323,0.0005
2.10465,-0.0257469,0.0005
2.64187,-0.0470423,0.0005
2.42041,-0.0980499,0.0005
2.38324,-0.0706929,0.0005
2.08928,-0.0330256,0.0005
2.89614,-0.0931452,0.0005
2.1456,-0.064533,0.0005
2.73693,-0.067237,0.0005
2.57031,-0.0839111,0.0005
2.74756,-0.0435728,0.0005
2.59408,-0.0799611,0.0005
2.51132,-0.0571381,0.0005
2.52476,-0.00412663,0.0005
2.66453,-0.0242722,0.0005
2.91119,-0.0942046,0.0005
2.0282,-0.0232654,0.0005
2.23747,-0.0521614,0.0005
2.34506,-0.0355279,0.0005
2.94843,-0.0578212,0.0005
2.10472,-0.0806587,0.0005
2.69298,-0.089326,0.0005
2.25801,-0.0393013,0.0005
2.88525,-0.0817738,0.0005
2.39438,-0.00232363,0.0005
2.65859,-0.0208551,0.0005
2.39889,-0.0918355,0.0005
2.91961,-0.0541584,0.0005
2.74557,-0.086774,0.0005
2.07374,-0.0584222,0.0005
2.48124,-0.0452821,0.0005
2.62868,-0.0872427,0.0005
2.29623,-0.0989007,0.0005
2.28135,-0.0947694,0.0005
2.45552,-0.0893331,0.0005
2.63694,-0.0418175,0.0005
2.23759,-0.0465624,0.0005
2.6517,-0.00677818,0.0005
2.601,-0.0717205,0.0005
2.42587,-0.0845229,0.0005
2.4833,-0.0162819,0.0005
2.49433,-0.0668757,0.0005
2.31323,-0.0508239,0.0005
2.23309,-0.0917448,0.0005
2.67781,-0.00298578,0.0005
2.65568,-0.0972083,0.0005
2.72036,-0.0684143,0.0005
2.42873,-0.0816423,0.0005
2.74003,-0.00979466,0.0005
2.01178,-0.0814248,0.0005
2.20151,-0.0591616,0.0005
2.34756,-0.099626,0.0005
2.32018,-0.0793196,0.0005
2.26626,-0.00764487,0.0005
2.78022,-0.0981266,0.0005
2.01849,-0.0302047,0.0005
2.87808,-0.078475,0.0005
2.01212,-0.0771386,0.0005
2.97353,-0.0975539,0.0005
2.04349,-0.04642,0.0005
2.88026,-0.06241,0.0005
2.74203,-0.0131399,0.0005
2.94758,-0.017747,0.0005
2.76716,-0.049104,0.0005
2.78138,-0.0448815,0.0005
2.64077,-0.0891773,0.0005
2.79739,-0.0684729,0.0005
2.92456,-0.0285021,0.0005
2.1748,-0.0688595,0.0005
2.75748,-0.00708352,0.0005
2.01412,-0.0415806,0.0005
2.35093,-0.0924085,0.0005
2.11412,-0.0274266,0.0005
2.62408,-0.0207701,0.0005
2.3521,-0.0669777,0.0005
2.66798,-0.0879184,0.0005
2.1296,-0.0889966,0.0005
2.86648,-0.0748205,0.0005
2.78877,-0.0221912,0.0005
2.73839,-0.0692313,0.0005
2.60378,-0.00353696,0.0005
2.11415,-0.0749576,0.0005
2.81053,-0.0369303,0.0005
2.07154,-0.0629557,0.0005
2.12361,-0.0678705,0.0005
2.0483,-0.00768391,0.0005
2.56871,-0.0354438,0.0005
2.0012,-0.0313838,0.0005
2.04595,-0.0445686,0.0005
2.60831,-0.0461165,0.0005
2.48517,-0.0397203,0.0005
2.38793,-0.097168,0.0005
2.79922,-0.0656845,0.0005
2.48972,-0.0761487,0.0005
2.07029,-0.0879079,0.0005
2.96626,-0.0158902,0.0005
2.94569,-0.0381547,0.0005
2.37819,-0.0960922,0.0005
2.49929,-0.0736701,0.0005
2.32574,-0.06552,0.0005
2.07808,-0.0277133,0.0005
2.71196,-0.040747,0.0005
2.33716,-0.0177953,0.0005
2.90006,-0.0474675,0.0005
2.78288,-0.0119787,0.0005
2.06887,-0.0156857,0.0005
2.80427,-0.0410608,0.0005
2.2519,-0.0970046,0.0005
2.7213,-0.0149721,0.0005
2.25942,-0.0540793,0.0005
2.02104,-0.035075,0.0005
2.64484,-0.0721399,0.0005
2.25548,-0.049193,0.0005
2.19292,-0.0871804,0.0005
2.27328,-0.0165578,0.0005
2.19069,-0.0565602,0.0005
2.77326,-0.0948141,0.0005
2.25348,-0.0406417,0.0005
2.30055,-0.0675558,0.0005
2.65455,-0.0728476,0.0005
2.10224,-0.0533987,0.0005
2.93421,-0.0662277,0.0005
2.24751,-0.041996,0.0005
2.97989,-0.0374174,0.0005
2.82019,-0.096156,0.0005
2.03794,-0.0665591,0.0005
2.91354,-0.0467186,0.0005
2.88454,-0.0568037,0.0005
2.72161,-0.0305359,0.0005
2.00183,-0.0759742,0.0005
2.75061,-0.0541319,0.0005
2.98511,-0.0893635,0.0005
2.57016,-0.043869,0.0005
2.80698,-0.0256555,0.0005
2.08812,-0.0721054,0.0005
2.91402,-0.0803476,0.0005
2.77315,-0.0980626,0.0005
2.00073,-0.0878919,0.0005
2.05713,-0.00572971,0.0005
2.58433,-0.00497039,0.0005
2.39607,-0.0247465,0.0005
2.88054,-0.090003,0.0005
2.20513,-0.00115942,0.0005
2.49624,-0.0475357,0.0005
2.28856,-0.0210623,0.0005
2.096,-0.0869918,0.0005
2.51588,-0.0586756,0.0005
2.57532,-0.0703679,0.0005
2.48898,-0.0185051,0.0005
2.95081,-0.048013,0.0005
2.79015,-0.0134144,0.0005
2.01916,-0.0285843,0.0005
2.88816,-0.0151771,0.0005
2.44442,-0.0152363,0.0005
2.5636,-0.0397696,0.0005
2.71022,-0.0161331,0.0005
2.96078,-0.0494409,0.0005
2.62873,-0.0516608,0.0005
2.83139,-0.099614,0.0005
2.28351,-0.0607558,0.0005
2.41567,-0.066916,0.0005
2.97824,-0.0273656,0.0005
2.18759,-0.074389,0.0005
2.16213,-0.0751361,0.0005
2.32418,-0.0323791,0.0005
2.84874,-0.0905145,0.0005
2.58255,-0.0837041,0.0005
2.35714,-0.0478989,0.0005
2.37429,-0.00948338,0.0005
2.87899,-0.0482165,0.0005
2.84296,-0.0209668,0.0005
2.49126,-0.0365603,0.0005
2.08604,-0.0114767,0.0005
2.85151,-0.0862879,0.0005
2.12161,-0.0450775,0.0005
2.88912,-0.0130321,0.0005
2.94675,-0.0227068,0.0005
2.65429,-0.07263,0.0005
2.4669,-0.0181045,0.0005
2.97521,-0.0929687,0.0005
2.17538,-0.00563596,0.0005
2.24528,-0.087441,0.0005
2.28415,-0.0801319,0.0005
2.20221,-0.0246977,0.0005
2.41499,-0.0450584,0.0005
2.48952,-0.0631281,0.0005
2.82009,-0.0904495,0.0005
2.18698,-0.074757,0.0005
2.86859,-0.088296,0.0005
2.98993,-0.0994977,0.0005
2.267,-0.0564748,0.0005
2.44421,-0.059981,0.0005
2.42006,-0.0173676,0.0005
2.43048,-0.0725093,0.0005
2.48088,-0.0461222,0.0005
2.62007,-0.00802809,0.0005
2.02982,-0.0940583,0.0005
2.65131,-0.019494,0.0005
2.69676,-0.0383701,0.0005
2.28111,-0.0882071,0.0005
2.72398,-0.0692337,0.0005
2.64377,-0.0587623,0.0005
2.59875,-0.0661596,0.0005
2.7797,-0.0407824,0.0005
2.64996,-0.0863405,0.0005
2.34651,-0.0918271,0.0005
2.35213,-0.085659,0.0005
2.85555,-0.070771,0.0005
2.90773,-0.098186,0.0005
2.68975,-0.0114747,0.0005
2.70365,-0.00512453,0.0005
2.92414,-0.0794575,0.0005
2.35074,-0.078864,0.0005
2.76295,-0.00835179,0.0005
2.33637,-0.0904188,0.0005
2.62892,-0.0687143,0.0005
2.22,-0.0792356,0.0005
2.54644,-0.0686473,0.0005
2.38807,-0.0880581,0.0005
2.89241,-0.00942185,0.0005
2.33787,-0.0573113,0.0005
2.65416,-0.0798633,0.0005
2.0277,-0.071085,0.0005
2.15906,-0.00111941,0.0005
2.23324,-0.0415746,0.0005
2.27201,-0.0171187,0.0005
2.43294,-0.062145,0.0005
2.9541,-0.0222883,0.0005
2.15495,-0.0504138,0.0005
2.20139,-0.0259369,0.0005
2.86751,-0.0146146,0.0005
2.27514,-0.00270243,0.0005
2.86141,-0.000653944,0.0005
2.59038,-0.00248999,0.0005
2.09066,-0.0949079,0.0005
2.75496,-0.0171727,0.0005
2.854,-0.0172803,0.0005
2.27042,-0.026196,0.0005
2.66965,-0.0143374,0.0005
2.92948,-0.0640401,0.0005
2.83222,-0.0854684,0.0005
2.46803,-0.0759156,0.0005
2.89961,-0.0955974,0.0005
2.2449,-0.086353,0.0005
2.59385,-0.0229274,0.0005
2.60586,-0.0138634,0.0005
2.49256,-0.0171977,0.0005
2.30288,-0.0834227,0.0005
2.93674,-0.085747,0.0005
2.57898,-0.0390899,0.0005
2.6928,-0.0171796,0.0005
2.81926,-0.042573,0.0005
2.03796,-0.048613,0.0005
2.01978,-0.0237694,0.0005
2.82536,-0.0243844,0.0005
2.66262,-0.0523395,0.0005
2.40543,-0.0209364,0.0005
2.15169,-0.0343624,0.0005
2.08856,-0.0954697,0.0005
2.73085,-0.00873426,0.0005
2.76478,-0.0603872,0.0005
2.90761,-0.0871873,0.0005
2.75642,-0.0960179,0.0005
2.67996,-0.0330358,0.0005
2.4831,-0.0381444,0.0005
2.77287,-0.0969437,0.0005
2.35207,-0.0789172,0.0005
2.88807,-0.0339756,0.0005
2.44904,-0.0392026,0.0005
2.45272,-0.0980957,0.0005
2.35417,-0.0414971,0.0005
2.50218,-0.0213215,0.0005
2.98383,-0.0148893,0.0005
2.46308,-0.0160413,0.0005
2.91477,-0.0799117,0.0005
2.02283,-0.0305504,0.0005
2.89645,-0.0100934,0.0005
2.41715,-0.0926522,0.0005
2.62714,-0.020663,0.0005
2.71659,-0.0360053,0.0005
2.53263,-0.0828239,0.0005
2.95465,-0.0657967,0.0005
2.47827,-0.0958953,0.0005
2.67183,-0.0973592,0.0005
2.54084,-0.098457,0.0005
2.62928,-0.0440435,0.0005
2.74166,-0.0914811,0.0005
2.41216,-0.0930289,0.0005
2.81901,-0.00335347,0.0005
2.48755,-0.0758859,0.0005
2.2644,-0.0580553,0.0005
2.63503,-0.021091,0.0005
2.74497,-0.0302882,0.0005
2.60657,-0.0353264,0.0005
2.83529,-0.0399842,0.0005
2.16377,-0.0828169,0.0005
2.56978,-0.0793026,0.0005
2.03402,-0.0469566,0.0005
2.52143,-0.0523884,0.0005
2.27185,-0.0907156,0.0005
2.08835,-0.0841601,0.0005
2.18382,-0.00680461,0.0005
2.41794,-0.0917854,0.0005
2.64007,-0.0119927,0.0005
2.91402,-0.0614314,0.0005
2.96998,-0.00123939,0.0005
2.76967,-5.07207e-05,0.0005
2.44053,-0.0314487,0.0005
2.9614,-0.0359807,0.0005
2.50278,-0.0574287,0.0005
2.46378,-0.0690039,0.0005
2.60833,-0.0543561,0.0005
2.11196,-0.0854742,0.0005
2.22555,-0.0788464,0.0005
2.51994,-0.0716938,0.0005
2.45486,-0.0388987,0.0005
2.70261,-0.0923133,0.0005
2.12136,-0.048407,0.0005
2.77705,-0.00380219,0.0005
2.49977,-0.0707504,0.0005
2.70824,-0.075577,0.0005
2.02365,-0.072464,0.0005
2.71852,-0.040773,0.0005
2.06394,-0.0487111,0.0005
2.59308,-0.0844433,0.0005
2.07265,-0.096354,0.0005
2.97446,-0.0309029,0.0005
2.52414,-0.0133035,0.0005
2.60558,-0.0482059,0.0005
2.41542,-0.00202529,0.0005
2.67049,-0.00180096,0.0005
2.35132,-0.0505827,0.0005
2.09777,-0.0929927,0.0005
2.49024,-0.00900392,0.0005
2.10441,-0.0673021,0.0005
2.60546,-0.0886269,0.0005
2.14005,-0.0641935,0.0005
2.45878,-0.0492453,0.0005
2.10753,-0.0799642,0.0005
2.50181,-0.00655171,0.0005
2.08794,-0.0797138,0.0005
2.00705,-0.0581451,0.0005
2.92922,-0.0305258,0.0005
2.13489,-0.00768993,0.0005
2.41473,-0.0443659,0.0005
2.40992,-0.0781626,0.0005
2.69424,-0.031483,0.0005
2.91299,-0.0627855,0.0005
2.87216,-0.0837382,0.0005
2.66823,-0.0505509,0.0005
2.2486,-0.0576833,0.0005
2.7822,-0.0572183,0.0005
2.01859,-0.075883,0.0005
2.50227,-0.0906803,0.0005
2.54415,-0.0386178,0.0005
2.58489,-0.0690915,0.0005
2.18259,-0.0432664,0.0005
2.30216,-0.013592,0.0005
2.18776,-0.0667894,0.0005
2.38279,-0.0308774,0.0005
2.34078,-0.0649677,0.0005
2.2551,-0.0329198,0.0005
2.19735,-0.0244082,0.0005
2.96484,-0.0185573,0.0005
2.70818,-0.0239605,0.0005
2.93782,-0.0306818,0.0005
2.51255,-0.00253715,0.0005
2.77102,-0.0571185,0.0005
2.46819,-0.00690543,0.0005
2.61958,-0.0126435,0.0005
2.88264,-0.0275343,0.0005
2.64332,-0.0168252,0.0005
2.74404,-0.0572181,0.0005
2.76821,-0.0427104,0.0005
2.75744,-0.0828708,0.0005
2.28603,-0.0254648,0.0005
2.10149,-0.0743131,0.0005
2.37039,-0.0357864,0.0005
2.741,-0.012556,0.0005
2.98731,-0.06325,0.0005
2.40541,-0.0381092,0.0005
2.2399,-0.0962929,0.0005
2.75499,-0.0907475,0.0005
2.41406,-0.0771421,0.0005
2.71203,-0.0616176,0.0005
2.74167,-0.0371926,0.0005
2.68143,-0.000384595,0.0005
2.54349,-0.0942009,0.0005
2.41672,-0.0443804,0.0005
2.03135,-0.0440264,0.0005
2.87924,-0.0536922,0.0005
2.00582,-0.0941694,0.0005
2.42751,-0.049101,0.0005
2.48502,-0.0550077,0.0005
2.02259,-0.00380706,0.0005
2.32935,-0.0237646,0.0005
2.22773,-0.0784043,0.0005
2.12677,-0.000764323,0.0005
2.75592,-0.0554633,0.0005
2.28722,-0.0659311,0.0005
2.19184,-0.0909069,0.0005
2.381,-0.0605388,0.0005
2.58068,-0.00555549,0.0005
2.68784,-0.0462523,0.0005
2.14932,-0.0390751,0.0005
2.85105,-0.0286736,0.0005
2.18361,-0.011989,0.0005
2.75614,-0.0348811,0.0005
2.49422,-0.0479463,0.0005
2.18606,-0.0651216,0.0005
2.51502,-0.0403501,0.0005
2.97644,-0.0595779,0.0005
2.79476,-0.0241761,0.0005
2.44993,-0.0760764,0.0005
2.60912,-0.0691201,0.0005
2.82376,-0.0765636,0.0005
2.24509,-0.0582405,0.0005
2.21486,-0.0177448,0.0005
2.55126,-0.0474789,0.0005
2.09726,-0.0333056,0.0005
2.98426,-0.0329805,0.0005
2.9997,-0.044013,0.0005
2.11479,-0.0608551,0.0005
2.32986,-0.0981872,0.0005
2.4125,-0.0961948,0.0005
2.15308,-0.041354,0.0005
2.6243,-0.0642192,0.0005
2.48517,-0.0573267,0.0005
2.74809,-0.00208916,0.0005
2.8174,-0.0610226,0.0005
2.9176,-0.0991032,0.0005
2.62964,-0.0600575,0.0005
2.89001,-0.0621172,0.0005
2.4024,-0.0899396,0.0005
2.93283,-0.0436892,0.0005
2.89595,-0.00117367,0.0005
2.17705,-0.0673777,0.0005
2.89146,-0.0785716,0.0005
2.48913,-0.0635845,0.0005
2.35692,-0.00558752,0.0005
2.93622,-0.0527659,0.0005
2.43353,-0.0514856,0.0005
2.03422,-0.0398979,0.0005
2.57509,-0.0508351,0.0005
2.0956,-0.0699835,0.0005
2.89768,-0.0660689,0.0005
2.27488,-0.0899315,0.0005
2.80013,-0.00488385,0.0005
2.16892,-0.0450422,0.0005
2.64544,-0.0170889,0.0005
2.98028,-0.0110338,0.0005
2.63773,-0.00243046,0.0005
2.38975,-0.099984,0.0005
2.16973,-0.0730384,0.0005
2.73767,-0.0982239,0.0005
2.94774,-0.0831084,0.0005
2.84921,-0.0377551,0.0005
2.31762,-0.0994522,0.0005
2.91142,-0.0472365,0.0005
2.02389,-0.00923567,0.0005
2.60871,-0.0889367,0.0005
2.06616,-0.0515018,0.0005
2.02432,-0.0151918,0.0005
2.37221,-0.0990303,0.0005
2.74571,-0.0168643,0.0005
2.32675,-0.00100828,0.0005
2.31131,-0.0344207,0.0005
2.32426,-0.0372764,0.0005
2.69673,-0.0182442,0.0005
2.26637,-0.0987931,0.0005
2.06896,-0.00651606,0.0005
2.58537,-0.0210824,0.0005
2.37097,-0.00251094,0.0005
2.37885,-0.0661762,0.0005
2.21756,-0.00122148,0.0005
2.50111,-0.0771578,0.0005
2.25747,-0.00191126,0.0005
2.76828,-0.0911532,0.0005
2.38381,-0.0428342,0.0005
2.10395,-0.00771137,0.0005
2.58077,-0.0176436,0.0005
2.7472,-0.0802687,0.0005
2.40129,-0.0539569,0.0005
2.56805,-0.00104888,0.0005
2.6521,-0.00576566,0.0005
2.53192,-0.0182727,0.0005
2.30704,-0.0640848,0.0005
2.4237,-0.0163184,0.0005
2.81147,-0.0478005,0.0005
2.47794,-0.0341279,0.0005
2.92598,-0.0620168,0.0005
2.24355,-0.0739531,0.0005
2.67547,-0.0342668,0.0005
2.32015,-0.00952407,0.0005
2.56572,-0.0965608,0.0005
2.33653,-0.0978254,0.0005
2.05869,-0.0993873,0.0005
2.95688,-0.0305594,0.0005
2.20079,-0.0432884,0.0005
2.54175,-0.0710162,0.0005
2.86983,-0.025963,0.0005
2.21943,-0.0580938,0.0005
2.17125,-0.0349802,0.0005
2.24183,-0.0633969,0.0005
2.62004,-0.0514912,0.0005
2.54486,-0.0502335,0.0005
2.14684,-0.0331729,0.0005
2.9558,-0.043383,0.0005
2.87186,-0.0806388,0.0005
2.44496,-0.0902429,0.0005
2.9502,-0.0130827,0.0005
2.98022,-0.063853,0.0005
2.76939,-0.0695737,0.0005
2.22929,-0.0574759,0.0005
2.42055,-0.0103222,0.0005
2.99017,-0.0975669,0.0005
2.9189,-0.0381603,0.0005
2.89543,-0.0493519,0.0005
2.64722,-0.0401517,0.0005
2.81922,-0.0514981,0.0005
2.67101,-0.0178966,0.0005
2.89424,-0.0768902,0.0005
2.31681,-0.0985012,0.0005
2.18829,-0.0779224,0.0005
2.51623,-0.0602674,0.0005
2.73764,-0.0262458,0.0005
2.34576,-0.0886712,0.0005
2.58538,-0.0060468,0.0005
2.53683,-0.0620688,0.0005
2.19693,-0.07935,0.0005
2.78264,-0.0406177,0.0005
2.01293,-0.00874229,0.0005
2.47181,-0.0774797,0.0005
2.33308,-0.030053,0.0005
2.34499,-0.0225735,0.0005
2.02247,-0.0342755,0.0005
2.28552,-0.0473711,0.0005
2.75596,-0.0841676,0.0005
2.37218,-0.0585177,0.0005
2.81599,-0.0552436,0.0005
2.67403,-0.072902,0.0005
2.09006,-0.0282683,0.0005
2.15442,-0.0197948,0.0005
2.64626,-0.0440248,0.0005
2.04086,-0.0835564,0.0005
2.21626,-0.0269786,0.0005
2.14198,-0.00164977,0.0005
2.12345,-0.085455,0.0005
2.81286,-0.0440429,0.0005
2.49591,-0.0700585,0.0005
2.75906,-0.022991,0.0005
2.83093,-0.058261,0.0005
2.76957,-0.0916481,0.0005
2.50923,-0.0659085,0.0005
2.93545,-0.0950704,0.0005
2.74371,-0.0774858,0.0005
2.80852,-0.0457637,0.0005
2.32892,-0.0289083,0.0005
2.13873,-0.0304021,0.0005
2.98051,-0.073005,0.0005
2.16782,-0.069336,0.0005
2.11296,-0.0905413,0.0005
2.03348,-0.0277055,0.0005
2.58593,-0.0810978,0.0005
2.0255,-0.0690696,0.0005
2.17096,-0.0810279,0.0005
2.70631,-0.0489432,0.0005
2.72716,-0.0644154,0.0005
2.14287,-0.0720048,0.0005
2.82053,-0.0633053,0.0005
2.52428,-0.00932797,0.0005
2.60076,-0.0435685,0.0005
2.84432,-0.0742659,0.0005
2.9588,-0.0264663,0.0005
2.46806,-0.0905073,0.0005
2.90122,-0.0490404,0.0005
2.53836,-0.00790745,0.0005
2.66663,-0.0949623,0.0005
2.81316,-0.0601403,0.0005
2.47163,-0.0341211,0.0005
2.81195,-0.076651,0.0005
2.24075,-0.0734924,0.0005
2.16752,-0.0228051,0.0005
2.43581,-0.0197176,0.0005
2.41513,-0.0127594,0.0005
2.8013,-0.0899432,0.0005
2.34773,-0.0451376,0.0005
2.3242,-0.00383007,0.0005
2.0769,-0.00587831,0.0005
2.24203,-0.0256648,0.0005
2.39198,-0.0557714,0.0005
2.55497,-0.0416359,0.0005
2.06243,-0.0483966,0.0005
2.13306,-0.0063784,0.0005
2.71462,-0.0430155,0.0005
2.45794,-0.00580582,0.0005
2.39652,-0.0390697,0.0005
2.8807,-0.069297,0.0005
2.78688,-0.0302602,0.0005
2.49387,-0.0548913,0.0005
2.21622,-0.0214544,0.0005
2.709,-0.082247,0.0005
2.88289,-0.033942,0.0005
2.60776,-0.0742118,0.0005
2.27758,-0.041835,0.0005
2.69162,-0.0241546,0.0005
2.17612,-0.0953441,0.0005
2.78507,-0.0742552,0.0005
2.38989,-0.0128608,0.0005
2.87909,-0.00479587,0.0005
2.20854,-0.0516402,0.0005
2.50586,-0.0340451,0.0005
2.33975,-0.0208712,0.0005
2.61416,-0.0715123,0.0005
2.47579,-0.076958,0.0005
2.45774,-0.010911,0.0005
2.23258,-0.0688852,0.0005
2.10628,-0.0318725,0.0005
2.77413,-0.042274,0.0005
2.69681,-0.0765149,0.0005
2.55855,-0.0522844,0.0005
2.20377,-0.0657059,0.0005
2.49235,-0.0310689,0.0005
2.78954,-0.0944312,0.0005
2.26338,-0.0514796,0.0005
2.94312,-0.03582,0.0005
2.14406,-0.0520613,0.0005
2.53858,-0.00796133,0.0005
2.64732,-0.0612591,0.0005
2.633,-0.099606,0.0005
2.96666,-0.0772466,0.0005
2.59583,-0.0912228,0.0005
2.11701,-0.030797,0.0005
2.54612,-0.0275839,0.0005
2.8071,-0.0293311,0.0005
2.81934,-0.0970381,0.0005
2.41227,-0.0246904,0.0005
2.93784,-0.017673,0.0005
2.6196,-0.0262615,0.0005
2.56734,-0.0202036,0.0005
2.26186,-0.013425,0.0005
2.89243,-0.0876185,0.0005
2.13716,-0.0114137,0.0005
2.37976,-0.0472482,0.0005
2.90094,-0.0510286,0.0005
2.88032,-0.00792505,0.0005
2.15103,-0.046926,0.0005
2.43103,-0.0737276,0.0005
2.09681,-0.0984276,0.0005
2.29267,-0.0468411,0.0005
2.53137,-0.0307593,0.0005
2.03095,-0.0168683,0.0005
2.8664,-0.0114486,0.0005
2.795,-0.0728636,0.0005
2.8268,-0.00150549,0.0005
2.40849,-0.0128525,0.0005
2.76221,-0.00878411,0.0005
2.44119,-0.0822402,0.0005
2.6345,-0.090937,0.0005
2.02102,-0.0453351,0.0005
2.83452,-0.0176842,0.0005
2.15495,-0.0316131,0.0005
2.42163,-0.0585155,0.0005
2.80999,-0.043935,0.0005
2.30812,-0.0516793,0.0005
2.13361,-0.031254,0.0005
2.95147,-0.0906116,0.0005
2.70784,-0.0247788,0.0005
2.43513,-0.0512821,0.0005
2.55886,-0.0703863,0.0005
2.05951,-0.0787365,0.0005
2.44498,-0.0230275,0.0005
2.27056,-0.0790514,0.0005
2.49418,-0.0106707,0.0005
2.40506,-0.0967798,0.0005
2.81305,-0.0142216,0.0005
2.09755,-0.0338713,0.0005
2.59462,-0.0599976,0.0005
2.77677,-0.0977492,0.0005
2.36713,-0.0153265,0.0005
2.60567,-0.083167,0.0005
2.36223,-0.0515272,0.0005
2.81756,-0.014151,0.0005
2.701,-0.0617431,0.0005
2.08333,-0.0203166,0.0005
2.5067,-0.094893,0.0005
2.06771,-0.0749607,0.0005
2.21026,-0.0318871,0.0005
2.70277,-0.00886691,0.0005
2.56266,-0.0666474,0.0005
2.04612,-0.021566,0.0005
2.44975,-0.0544046,0.0005
2.19349,-0.0270512,0.0005
2.17199,-0.0404646,0.0005
2.89129,-0.0215032,0.0005
2.44197,-0.0253565,0.0005
2.32606,-0.0214386,0.0005
2.46898,-0.0740066,0.0005
2.69458,-0.063772,0.0005
2.20832,-0.099709,0.0005
2.35855,-0.0426589,0.0005
2.07955,-0.0965996,0.0005
2.45768,-0.0807969,0.0005
2.76761,-0.0574155,0.0005
2.67359,-0.0199225,0.0005
2.37778,-0.0924752,0.0005
2.81319,-0.0554319,0.0005
2.33871,-0.0663431,0.0005
2.58438,-0.0206406,0.0005
2.42521,-0.072902,0.0005
2.66814,-0.0764451,0.0005
2.72905,-0.00166682,0.0005
2.72137,-0.071309,0.0005
2.06125,-0.0792872,0.0005
2.86368,-0.0647951,0.0005
2.01491,-0.0357169,0.0005
2.54331,-0.0910377,0.0005
2.85623,-0.0584202,0.0005
2.20517,-0.0135811,0.0005
2.7647,-0.0317629,0.0005
2.13828,-0.0410533,0.0005
2.18378,-0.0451251,0.0005
2.26185,-0.0483487,0.0005
2.86407,-0.0535098,0.0005
2.2343,-0.0255664,0.0005
2.07434,-0.00301875,0.0005
2.48624,-0.0676416,0.0005
2.94399,-0.0310479,0.0005
2.63669,-0.0857556,0.0005
2.59654,-0.0932556,0.0005
2.21625,-0.0279605,0.0005
2.02636,-0.017819,0.0005
2.45998,-0.00566059,0.0005
2.61293,-0.0691064,0.0005
2.74529,-0.0913308,0.0005
2.93608,-0.0333747,0.0005
2.73326,-0.00270035,0.0005
2.92049,-0.065127,0.0005
2.75196,-0.0292384,0.0005
2.95283,-0.00374205,0.0005
2.70308,-0.0923101,0.0005
2.74176,-0.0316817,0.0005
2.57612,-0.0124776,0.0005
2.14455,-0.0479089,0.0005
2.56352,-0.0599698,0.0005
2.08654,-0.0920566,0.0005
2.39002,-0.00158361,0.0005
2.55871,-0.0922391,0.0005
2.27508,-0.0113126,0.0005
2.4288,-0.097107,0.0005
2.70865,-0.00206588,0.0005
2.67724,-0.0654259,0.0005
2.09988,-0.0593982,0.0005
2.13864,-0.0631904,0.0005
2.70309,-0.0655312,0.0005
2.53099,-0.041858,0.0005
2.22507,-0.0541646,0.0005
2.91093,-0.0749572,0.0005
2.06541,-0.0735619,0.0005
2.85091,-0.089218,0.0005
2.88447,-0.00474981,0.0005
2.47976,-0.0412179,0.0005
2.01262,-0.0929482,0.0005
2.07593,-0.059669,0.0005
2.1435,-0.0652887,0.0005
2.95848,-0.0321856,0.0005
2.05898,-0.0499954,0.0005
2.65416,-0.0824791,0.0005
2.47344,-0.0596888,0.0005
2.04497,-0.0493853,0.0005
2.73543,-0.00799559,0.0005
2.65136,-0.0430912,0.0005
2.12956,-0.0918754,0.0005
2.0028,-0.0347296,0.0005
2.49149,-0.0854404,0.0005
2.18425,-0.097788,0.0005
2.25054,-0.0644582,0.0005
2.72105,-0.0865033,0.0005
2.61342,-0.00653783,0.0005
2.18413,-0.0882742,0.0005
2.4483,-0.0752431,0.0005
2.9422,-0.0227622,0.0005
2.93329,-0.043028,0.0005
2.95863,-0.0884138,0.0005
2.63594,-0.0600646,0.0005
2.29852,-0.000762396,0.0005
2.37255,-0.042617,0.0005
2.46272,-0.0212193,0.0005
2.53104,-0.0255005,0.0005
2.73034,-0.0836828,0.0005
2.73132,-0.0880407,0.0005
2.33444,-0.0399696,0.0005
2.94963,-0.0464615,0.0005
2.59608,-0.0268076,0.0005
2.46586,-0.0301237,0.0005
2.7087,-0.0319476,0.0005
